starttime	seconds	ctime	dtime	ttime	wait
Tue Mar 22 14:19:59 2022	1647933599	0	2890	2890	2890
Tue Mar 22 14:19:52 2022	1647933592	0	2891	2891	2890
Tue Mar 22 14:20:16 2022	1647933616	0	2891	2892	2891
Tue Mar 22 14:19:51 2022	1647933591	0	2892	2892	2892
Tue Mar 22 14:20:08 2022	1647933608	0	2893	2893	2892
Tue Mar 22 14:20:45 2022	1647933645	0	2892	2893	2892
Tue Mar 22 14:19:52 2022	1647933592	0	2893	2893	2892
Tue Mar 22 14:20:04 2022	1647933604	0	2894	2894	2894
Tue Mar 22 14:20:44 2022	1647933644	0	2896	2896	2896
Tue Mar 22 14:20:45 2022	1647933645	0	2897	2897	2897
Tue Mar 22 14:20:03 2022	1647933603	0	2897	2898	2897
Tue Mar 22 14:20:02 2022	1647933602	0	2898	2898	2898
Tue Mar 22 14:20:45 2022	1647933645	0	2898	2899	2898
Tue Mar 22 14:19:48 2022	1647933588	0	2898	2899	2898
Tue Mar 22 14:20:04 2022	1647933604	0	2901	2901	2900
Tue Mar 22 14:19:51 2022	1647933591	0	2901	2901	2900
Tue Mar 22 14:19:51 2022	1647933591	0	2902	2902	2901
Tue Mar 22 14:19:48 2022	1647933588	0	2903	2904	2903
Tue Mar 22 14:19:42 2022	1647933582	2	2902	2904	2902
Tue Mar 22 14:20:08 2022	1647933608	0	2904	2904	2900
Tue Mar 22 14:20:22 2022	1647933622	0	2904	2904	2904
Tue Mar 22 14:19:57 2022	1647933597	1	2905	2905	2904
Tue Mar 22 14:20:44 2022	1647933644	0	2906	2906	2905
Tue Mar 22 14:20:14 2022	1647933614	0	2907	2907	2906
Tue Mar 22 14:19:51 2022	1647933591	0	2908	2908	2907
Tue Mar 22 14:20:04 2022	1647933604	0	2909	2909	2909
Tue Mar 22 14:20:05 2022	1647933605	0	2910	2910	2909
Tue Mar 22 14:19:46 2022	1647933586	0	2911	2911	2910
Tue Mar 22 14:20:44 2022	1647933644	0	2911	2912	2911
Tue Mar 22 14:19:46 2022	1647933586	0	2912	2912	2912
Tue Mar 22 14:19:57 2022	1647933597	0	2912	2913	2912
Tue Mar 22 14:20:03 2022	1647933603	0	2913	2914	2913
Tue Mar 22 14:20:44 2022	1647933644	0	2914	2914	2914
Tue Mar 22 14:19:56 2022	1647933596	0	2919	2919	2918
Tue Mar 22 14:20:06 2022	1647933606	0	2921	2921	2921
Tue Mar 22 14:20:12 2022	1647933612	0	2921	2921	2921
Tue Mar 22 14:20:02 2022	1647933602	0	2922	2922	2921
Tue Mar 22 14:20:15 2022	1647933615	0	2922	2922	2922
Tue Mar 22 14:20:10 2022	1647933610	0	2923	2923	2922
Tue Mar 22 14:19:51 2022	1647933591	0	2923	2923	2922
Tue Mar 22 14:19:42 2022	1647933582	2	2922	2924	2922
Tue Mar 22 14:19:57 2022	1647933597	0	2925	2926	2925
Tue Mar 22 14:20:02 2022	1647933602	0	2926	2926	2926
Tue Mar 22 14:20:16 2022	1647933616	0	2926	2926	2926
Tue Mar 22 14:19:52 2022	1647933592	0	2927	2927	2927
Tue Mar 22 14:19:49 2022	1647933589	0	2928	2928	2928
Tue Mar 22 14:20:05 2022	1647933605	0	2928	2928	2927
Tue Mar 22 14:20:02 2022	1647933602	0	2930	2930	2929
Tue Mar 22 14:20:06 2022	1647933606	0	2930	2930	2930
Tue Mar 22 14:20:04 2022	1647933604	0	2930	2931	2930
Tue Mar 22 14:20:05 2022	1647933605	1	2931	2931	2930
Tue Mar 22 14:20:45 2022	1647933645	1	2931	2932	2930
Tue Mar 22 14:20:05 2022	1647933605	0	2932	2932	2931
Tue Mar 22 14:19:59 2022	1647933599	0	2934	2934	2934
Tue Mar 22 14:20:22 2022	1647933622	0	2934	2934	2934
Tue Mar 22 14:20:15 2022	1647933615	0	2935	2935	2934
Tue Mar 22 14:20:05 2022	1647933605	0	2935	2935	2935
Tue Mar 22 14:20:06 2022	1647933606	0	2936	2936	2936
Tue Mar 22 14:20:12 2022	1647933612	0	2937	2937	2936
Tue Mar 22 14:19:55 2022	1647933595	0	2937	2937	2937
Tue Mar 22 14:20:12 2022	1647933612	0	2938	2938	2936
Tue Mar 22 14:19:58 2022	1647933598	0	2938	2938	2937
Tue Mar 22 14:20:04 2022	1647933604	0	2938	2938	2937
Tue Mar 22 14:19:42 2022	1647933582	2	2937	2938	2936
Tue Mar 22 14:20:19 2022	1647933619	0	2938	2939	2938
Tue Mar 22 14:19:57 2022	1647933597	0	2941	2941	2941
Tue Mar 22 14:20:05 2022	1647933605	0	2942	2943	2942
Tue Mar 22 14:20:02 2022	1647933602	0	2943	2943	2943
Tue Mar 22 14:20:08 2022	1647933608	0	2943	2943	2943
Tue Mar 22 14:20:44 2022	1647933644	0	2944	2944	2943
Tue Mar 22 14:19:55 2022	1647933595	0	2944	2944	2944
Tue Mar 22 14:20:02 2022	1647933602	0	2945	2945	2944
Tue Mar 22 14:20:04 2022	1647933604	0	2946	2946	2945
Tue Mar 22 14:19:59 2022	1647933599	0	2946	2946	2945
Tue Mar 22 14:20:44 2022	1647933644	0	2946	2947	2946
Tue Mar 22 14:19:51 2022	1647933591	0	2947	2947	2946
Tue Mar 22 14:20:44 2022	1647933644	0	2948	2948	2947
Tue Mar 22 14:20:15 2022	1647933615	0	2948	2948	2948
Tue Mar 22 14:20:44 2022	1647933644	0	2949	2949	2949
Tue Mar 22 14:19:57 2022	1647933597	0	2951	2951	2951
Tue Mar 22 14:20:17 2022	1647933617	0	2952	2952	2952
Tue Mar 22 14:19:46 2022	1647933586	0	2953	2953	2952
Tue Mar 22 14:20:15 2022	1647933615	0	2954	2954	2953
Tue Mar 22 14:20:02 2022	1647933602	0	2955	2955	2954
Tue Mar 22 14:20:12 2022	1647933612	0	2955	2955	2954
Tue Mar 22 14:20:21 2022	1647933621	0	2955	2955	2954
Tue Mar 22 14:20:17 2022	1647933617	0	2956	2956	2955
Tue Mar 22 14:20:08 2022	1647933608	0	2956	2957	2956
Tue Mar 22 14:20:18 2022	1647933618	0	2957	2957	2956
Tue Mar 22 14:20:12 2022	1647933612	0	2957	2958	2956
Tue Mar 22 14:20:08 2022	1647933608	0	2957	2958	2957
Tue Mar 22 14:20:16 2022	1647933616	0	2958	2958	2957
Tue Mar 22 14:20:12 2022	1647933612	0	2958	2958	2957
Tue Mar 22 14:20:12 2022	1647933612	0	2959	2959	2959
Tue Mar 22 14:20:02 2022	1647933602	0	2959	2960	2959
Tue Mar 22 14:19:55 2022	1647933595	0	2961	2961	2960
Tue Mar 22 14:19:54 2022	1647933594	0	2961	2961	2960
Tue Mar 22 14:20:16 2022	1647933616	0	2962	2962	2962
Tue Mar 22 14:20:44 2022	1647933644	0	2963	2963	2962
Tue Mar 22 14:20:02 2022	1647933602	0	2963	2964	2963
Tue Mar 22 14:19:51 2022	1647933591	0	2965	2965	2964
Tue Mar 22 14:19:59 2022	1647933599	0	2965	2966	2965
Tue Mar 22 14:20:44 2022	1647933644	0	2966	2966	2966
Tue Mar 22 14:20:05 2022	1647933605	0	2966	2966	2966
Tue Mar 22 14:20:06 2022	1647933606	0	2966	2967	2966
Tue Mar 22 14:20:15 2022	1647933615	0	2970	2970	2970
Tue Mar 22 14:20:17 2022	1647933617	0	2970	2971	2970
Tue Mar 22 14:20:12 2022	1647933612	0	2971	2971	2970
Tue Mar 22 14:20:17 2022	1647933617	0	2971	2971	2970
Tue Mar 22 14:20:45 2022	1647933645	0	2971	2971	2971
Tue Mar 22 14:19:51 2022	1647933591	0	2971	2971	2971
Tue Mar 22 14:20:05 2022	1647933605	0	2973	2973	2972
Tue Mar 22 14:20:18 2022	1647933618	0	2973	2974	2973
Tue Mar 22 14:20:04 2022	1647933604	0	2974	2974	2973
Tue Mar 22 14:19:55 2022	1647933595	0	2974	2974	2973
Tue Mar 22 14:20:01 2022	1647933601	0	2974	2974	2974
Tue Mar 22 14:20:06 2022	1647933606	0	2975	2975	2974
Tue Mar 22 14:20:21 2022	1647933621	0	2975	2975	2974
Tue Mar 22 14:20:10 2022	1647933610	0	2975	2975	2974
Tue Mar 22 14:20:06 2022	1647933606	0	2975	2975	2975
Tue Mar 22 14:19:56 2022	1647933596	0	2975	2975	2975
Tue Mar 22 14:19:56 2022	1647933596	0	2976	2976	2975
Tue Mar 22 14:20:12 2022	1647933612	0	2976	2976	2976
Tue Mar 22 14:19:47 2022	1647933587	0	2977	2977	2976
Tue Mar 22 14:20:06 2022	1647933606	0	2977	2977	2977
Tue Mar 22 14:20:08 2022	1647933608	0	2978	2978	2977
Tue Mar 22 14:20:06 2022	1647933606	0	2979	2979	2979
Tue Mar 22 14:20:45 2022	1647933645	0	2979	2979	2979
Tue Mar 22 14:20:44 2022	1647933644	0	2979	2979	2979
Tue Mar 22 14:20:15 2022	1647933615	0	2980	2980	2979
Tue Mar 22 14:20:02 2022	1647933602	0	2980	2980	2979
Tue Mar 22 14:20:45 2022	1647933645	0	2980	2980	2979
Tue Mar 22 14:20:20 2022	1647933620	0	2980	2980	2980
Tue Mar 22 14:20:20 2022	1647933620	0	2980	2980	2980
Tue Mar 22 14:19:55 2022	1647933595	0	2980	2980	2980
Tue Mar 22 14:20:44 2022	1647933644	0	2980	2980	2980
Tue Mar 22 14:19:57 2022	1647933597	0	2980	2980	2979
Tue Mar 22 14:20:22 2022	1647933622	0	2980	2981	2980
Tue Mar 22 14:20:45 2022	1647933645	0	2981	2981	2980
Tue Mar 22 14:20:02 2022	1647933602	0	2981	2981	2980
Tue Mar 22 14:19:51 2022	1647933591	0	2981	2981	2981
Tue Mar 22 14:20:20 2022	1647933620	0	2982	2982	2981
Tue Mar 22 14:19:55 2022	1647933595	0	2982	2983	2982
Tue Mar 22 14:19:59 2022	1647933599	0	2984	2984	2983
Tue Mar 22 14:20:20 2022	1647933620	0	2984	2985	2984
Tue Mar 22 14:19:58 2022	1647933598	0	2986	2986	2985
Tue Mar 22 14:20:02 2022	1647933602	0	2985	2986	2985
Tue Mar 22 14:20:06 2022	1647933606	0	2986	2987	2986
Tue Mar 22 14:20:01 2022	1647933601	0	2987	2987	2986
Tue Mar 22 14:19:52 2022	1647933592	0	2987	2987	2986
Tue Mar 22 14:19:44 2022	1647933584	0	2987	2987	2987
Tue Mar 22 14:19:51 2022	1647933591	0	2988	2988	2987
Tue Mar 22 14:20:19 2022	1647933619	0	2988	2988	2987
Tue Mar 22 14:19:51 2022	1647933591	0	2988	2989	2988
Tue Mar 22 14:20:15 2022	1647933615	1	2988	2989	2988
Tue Mar 22 14:20:18 2022	1647933618	0	2989	2989	2989
Tue Mar 22 14:20:07 2022	1647933607	0	2989	2990	2989
Tue Mar 22 14:19:55 2022	1647933595	0	2990	2991	2990
Tue Mar 22 14:20:19 2022	1647933619	0	2991	2991	2990
Tue Mar 22 14:19:47 2022	1647933587	0	2991	2992	2990
Tue Mar 22 14:19:51 2022	1647933591	0	2992	2992	2991
Tue Mar 22 14:20:19 2022	1647933619	0	2992	2992	2991
Tue Mar 22 14:20:22 2022	1647933622	0	2992	2992	2991
Tue Mar 22 14:20:12 2022	1647933612	0	2992	2992	2991
Tue Mar 22 14:20:20 2022	1647933620	0	2992	2993	2992
Tue Mar 22 14:20:45 2022	1647933645	0	2993	2993	2992
Tue Mar 22 14:20:15 2022	1647933615	0	2994	2994	2994
Tue Mar 22 14:20:12 2022	1647933612	0	2994	2994	2994
Tue Mar 22 14:20:01 2022	1647933601	0	2994	2995	2994
Tue Mar 22 14:20:05 2022	1647933605	0	2995	2995	2994
Tue Mar 22 14:20:08 2022	1647933608	0	2995	2995	2994
Tue Mar 22 14:19:58 2022	1647933598	0	2996	2996	2996
Tue Mar 22 14:20:13 2022	1647933613	0	2997	2998	2997
Tue Mar 22 14:20:02 2022	1647933602	0	2997	2998	2997
Tue Mar 22 14:20:44 2022	1647933644	0	2998	2998	2998
Tue Mar 22 14:19:57 2022	1647933597	0	2999	2999	2998
Tue Mar 22 14:20:02 2022	1647933602	0	3000	3000	3000
Tue Mar 22 14:20:12 2022	1647933612	0	3000	3000	3000
Tue Mar 22 14:20:45 2022	1647933645	0	3001	3001	3000
Tue Mar 22 14:20:05 2022	1647933605	0	3002	3002	3002
Tue Mar 22 14:20:04 2022	1647933604	0	3002	3003	3002
Tue Mar 22 14:20:10 2022	1647933610	0	3003	3003	3002
Tue Mar 22 14:20:12 2022	1647933612	0	3004	3004	3003
Tue Mar 22 14:19:54 2022	1647933594	0	3004	3004	3003
Tue Mar 22 14:19:52 2022	1647933592	0	3004	3004	3004
Tue Mar 22 14:20:18 2022	1647933618	0	3004	3004	3004
Tue Mar 22 14:19:54 2022	1647933594	0	3004	3005	3004
Tue Mar 22 14:19:51 2022	1647933591	0	3005	3005	3004
Tue Mar 22 14:19:59 2022	1647933599	0	3005	3005	3004
Tue Mar 22 14:19:52 2022	1647933592	0	3005	3005	3005
Tue Mar 22 14:19:58 2022	1647933598	0	3005	3005	3004
Tue Mar 22 14:20:01 2022	1647933601	0	3005	3005	3005
Tue Mar 22 14:20:06 2022	1647933606	0	3005	3006	3005
Tue Mar 22 14:19:51 2022	1647933591	0	3007	3007	3006
Tue Mar 22 14:20:44 2022	1647933644	0	3007	3007	3007
Tue Mar 22 14:20:14 2022	1647933614	0	3007	3007	3006
Tue Mar 22 14:20:14 2022	1647933614	0	3008	3008	3007
Tue Mar 22 14:20:16 2022	1647933616	0	3008	3008	3008
Tue Mar 22 14:20:05 2022	1647933605	0	3008	3008	3008
Tue Mar 22 14:20:14 2022	1647933614	0	3008	3008	3008
Tue Mar 22 14:19:59 2022	1647933599	0	3008	3009	3008
Tue Mar 22 14:19:52 2022	1647933592	0	3008	3009	3008
Tue Mar 22 14:20:01 2022	1647933601	0	3009	3009	3009
Tue Mar 22 14:20:02 2022	1647933602	0	3010	3011	3010
Tue Mar 22 14:20:03 2022	1647933603	0	3011	3011	3010
Tue Mar 22 14:20:22 2022	1647933622	0	3011	3011	3010
Tue Mar 22 14:19:57 2022	1647933597	0	3011	3011	3011
Tue Mar 22 14:20:05 2022	1647933605	0	3011	3012	3011
Tue Mar 22 14:20:21 2022	1647933621	0	3012	3012	3012
Tue Mar 22 14:20:19 2022	1647933619	0	3013	3013	3012
Tue Mar 22 14:20:08 2022	1647933608	0	3013	3013	3013
Tue Mar 22 14:20:06 2022	1647933606	0	3014	3014	3013
Tue Mar 22 14:20:12 2022	1647933612	0	3014	3014	3013
Tue Mar 22 14:20:45 2022	1647933645	0	3014	3014	3014
Tue Mar 22 14:20:02 2022	1647933602	0	3014	3014	3014
Tue Mar 22 14:20:02 2022	1647933602	0	3014	3014	3014
Tue Mar 22 14:20:45 2022	1647933645	0	3015	3015	3014
Tue Mar 22 14:20:01 2022	1647933601	0	3015	3015	3015
Tue Mar 22 14:19:57 2022	1647933597	0	3016	3016	3016
Tue Mar 22 14:20:22 2022	1647933622	0	3017	3017	3016
Tue Mar 22 14:20:04 2022	1647933604	0	3017	3018	3017
Tue Mar 22 14:20:21 2022	1647933621	0	3018	3018	3017
Tue Mar 22 14:20:44 2022	1647933644	0	3018	3018	3017
Tue Mar 22 14:20:05 2022	1647933605	0	3018	3018	3017
Tue Mar 22 14:19:55 2022	1647933595	0	3018	3018	3017
Tue Mar 22 14:20:05 2022	1647933605	0	3019	3019	3018
Tue Mar 22 14:20:20 2022	1647933620	0	3020	3020	3020
Tue Mar 22 14:20:45 2022	1647933645	1	3019	3021	3019
Tue Mar 22 14:20:14 2022	1647933614	0	3020	3021	3019
Tue Mar 22 14:20:04 2022	1647933604	0	3021	3021	3021
Tue Mar 22 14:20:44 2022	1647933644	0	3022	3022	3021
Tue Mar 22 14:19:59 2022	1647933599	0	3023	3023	3022
Tue Mar 22 14:19:49 2022	1647933589	0	3023	3023	3022
Tue Mar 22 14:20:02 2022	1647933602	0	3023	3023	3022
Tue Mar 22 14:20:02 2022	1647933602	0	3023	3023	3023
Tue Mar 22 14:20:12 2022	1647933612	0	3024	3024	3022
Tue Mar 22 14:20:10 2022	1647933610	0	3024	3024	3023
Tue Mar 22 14:20:19 2022	1647933619	0	3024	3024	3023
Tue Mar 22 14:19:55 2022	1647933595	0	3024	3024	3024
Tue Mar 22 14:20:44 2022	1647933644	0	3025	3025	3024
Tue Mar 22 14:20:06 2022	1647933606	0	3025	3025	3024
Tue Mar 22 14:20:01 2022	1647933601	0	3025	3025	3025
Tue Mar 22 14:20:15 2022	1647933615	0	3025	3026	3025
Tue Mar 22 14:20:04 2022	1647933604	0	3025	3026	3025
Tue Mar 22 14:19:46 2022	1647933586	0	3027	3027	3026
Tue Mar 22 14:19:59 2022	1647933599	0	3027	3027	3026
Tue Mar 22 14:20:08 2022	1647933608	0	3027	3027	3027
Tue Mar 22 14:19:57 2022	1647933597	0	3028	3028	3027
Tue Mar 22 14:20:19 2022	1647933619	0	3028	3028	3028
Tue Mar 22 14:20:44 2022	1647933644	0	3028	3028	3027
Tue Mar 22 14:20:44 2022	1647933644	0	3029	3029	3029
Tue Mar 22 14:20:07 2022	1647933607	0	3029	3029	3029
Tue Mar 22 14:20:16 2022	1647933616	0	3029	3029	3028
Tue Mar 22 14:20:44 2022	1647933644	0	3030	3030	3029
Tue Mar 22 14:20:22 2022	1647933622	0	3033	3033	3032
Tue Mar 22 14:20:06 2022	1647933606	0	3033	3033	3033
Tue Mar 22 14:20:08 2022	1647933608	0	3033	3034	3033
Tue Mar 22 14:20:22 2022	1647933622	0	3034	3034	3033
Tue Mar 22 14:20:12 2022	1647933612	0	3034	3034	3034
Tue Mar 22 14:20:08 2022	1647933608	0	3034	3035	3034
Tue Mar 22 14:19:52 2022	1647933592	0	3034	3035	3034
Tue Mar 22 14:19:58 2022	1647933598	0	3035	3035	3034
Tue Mar 22 14:19:52 2022	1647933592	0	3035	3035	3034
Tue Mar 22 14:19:56 2022	1647933596	0	3035	3036	3035
Tue Mar 22 14:20:19 2022	1647933619	0	3036	3036	3036
Tue Mar 22 14:20:19 2022	1647933619	0	3037	3037	3036
Tue Mar 22 14:20:05 2022	1647933605	0	3037	3037	3037
Tue Mar 22 14:19:51 2022	1647933591	0	3037	3037	3037
Tue Mar 22 14:20:17 2022	1647933617	0	3038	3038	3037
Tue Mar 22 14:19:52 2022	1647933592	0	3038	3038	3038
Tue Mar 22 14:20:12 2022	1647933612	0	3038	3039	3038
Tue Mar 22 14:20:01 2022	1647933601	0	3039	3039	3038
Tue Mar 22 14:20:01 2022	1647933601	0	3039	3039	3039
Tue Mar 22 14:20:21 2022	1647933621	0	3040	3041	3040
Tue Mar 22 14:20:05 2022	1647933605	0	3042	3042	3042
Tue Mar 22 14:20:22 2022	1647933622	0	3042	3043	3042
Tue Mar 22 14:20:07 2022	1647933607	0	3043	3043	3042
Tue Mar 22 14:20:04 2022	1647933604	0	3043	3043	3042
Tue Mar 22 14:20:45 2022	1647933645	0	3044	3044	3043
Tue Mar 22 14:20:23 2022	1647933623	0	3044	3044	3044
Tue Mar 22 14:19:59 2022	1647933599	0	3044	3045	3044
Tue Mar 22 14:20:02 2022	1647933602	0	3044	3045	3044
Tue Mar 22 14:20:06 2022	1647933606	0	3045	3045	3044
Tue Mar 22 14:20:22 2022	1647933622	0	3045	3045	3045
Tue Mar 22 14:20:22 2022	1647933622	0	3046	3046	3045
Tue Mar 22 14:20:19 2022	1647933619	0	3046	3046	3046
Tue Mar 22 14:19:58 2022	1647933598	0	3046	3046	3046
Tue Mar 22 14:20:12 2022	1647933612	0	3047	3047	3046
Tue Mar 22 14:19:57 2022	1647933597	0	3047	3047	3046
Tue Mar 22 14:20:18 2022	1647933618	0	3047	3047	3046
Tue Mar 22 14:20:21 2022	1647933621	0	3047	3047	3046
Tue Mar 22 14:19:55 2022	1647933595	0	3047	3048	3047
Tue Mar 22 14:20:15 2022	1647933615	0	3048	3048	3047
Tue Mar 22 14:20:44 2022	1647933644	0	3048	3048	3048
Tue Mar 22 14:20:20 2022	1647933620	0	3048	3049	3048
Tue Mar 22 14:20:08 2022	1647933608	0	3049	3049	3049
Tue Mar 22 14:20:16 2022	1647933616	0	3049	3049	3049
Tue Mar 22 14:20:06 2022	1647933606	0	3049	3049	3049
Tue Mar 22 14:19:55 2022	1647933595	0	3050	3050	3049
Tue Mar 22 14:20:02 2022	1647933602	0	3051	3051	3050
Tue Mar 22 14:20:02 2022	1647933602	0	3050	3051	3050
Tue Mar 22 14:20:02 2022	1647933602	0	3051	3051	3050
Tue Mar 22 14:20:17 2022	1647933617	0	3051	3052	3051
Tue Mar 22 14:19:47 2022	1647933587	0	3052	3052	3051
Tue Mar 22 14:20:14 2022	1647933614	0	3053	3053	3052
Tue Mar 22 14:19:59 2022	1647933599	0	3054	3054	3053
Tue Mar 22 14:20:15 2022	1647933615	0	3054	3054	3054
Tue Mar 22 14:20:23 2022	1647933623	0	3055	3055	3054
Tue Mar 22 14:20:04 2022	1647933604	0	3055	3055	3054
Tue Mar 22 14:20:19 2022	1647933619	0	3056	3056	3056
Tue Mar 22 14:20:02 2022	1647933602	0	3056	3056	3055
Tue Mar 22 14:20:04 2022	1647933604	0	3057	3057	3056
Tue Mar 22 14:19:47 2022	1647933587	0	3057	3057	3056
Tue Mar 22 14:20:06 2022	1647933606	0	3057	3057	3057
Tue Mar 22 14:19:52 2022	1647933592	0	3058	3058	3057
Tue Mar 22 14:19:58 2022	1647933598	0	3058	3058	3057
Tue Mar 22 14:20:20 2022	1647933620	0	3058	3058	3057
Tue Mar 22 14:19:52 2022	1647933592	0	3058	3058	3057
Tue Mar 22 14:20:01 2022	1647933601	0	3058	3058	3058
Tue Mar 22 14:20:01 2022	1647933601	0	3059	3059	3058
Tue Mar 22 14:19:55 2022	1647933595	0	3059	3059	3058
Tue Mar 22 14:19:59 2022	1647933599	0	3059	3059	3059
Tue Mar 22 14:20:02 2022	1647933602	0	3060	3060	3059
Tue Mar 22 14:20:19 2022	1647933619	0	3060	3060	3059
Tue Mar 22 14:20:18 2022	1647933618	0	3061	3061	3060
Tue Mar 22 14:20:06 2022	1647933606	0	3062	3062	3061
Tue Mar 22 14:20:44 2022	1647933644	0	3062	3063	3062
Tue Mar 22 14:20:12 2022	1647933612	0	3064	3064	3063
Tue Mar 22 14:19:49 2022	1647933589	0	3064	3065	3064
Tue Mar 22 14:19:55 2022	1647933595	0	3065	3065	3064
Tue Mar 22 14:20:18 2022	1647933618	0	3065	3065	3064
Tue Mar 22 14:20:17 2022	1647933617	0	3065	3065	3064
Tue Mar 22 14:20:45 2022	1647933645	0	3066	3066	3065
Tue Mar 22 14:19:51 2022	1647933591	0	3067	3067	3066
Tue Mar 22 14:20:06 2022	1647933606	0	3067	3068	3067
Tue Mar 22 14:19:59 2022	1647933599	0	3068	3069	3068
Tue Mar 22 14:20:17 2022	1647933617	0	3069	3069	3068
Tue Mar 22 14:19:54 2022	1647933594	0	3069	3069	3068
Tue Mar 22 14:19:58 2022	1647933598	0	3069	3069	3069
Tue Mar 22 14:20:08 2022	1647933608	0	3070	3070	3069
Tue Mar 22 14:19:57 2022	1647933597	0	3071	3071	3070
Tue Mar 22 14:19:58 2022	1647933598	0	3071	3072	3071
Tue Mar 22 14:19:47 2022	1647933587	0	3072	3072	3071
Tue Mar 22 14:19:59 2022	1647933599	0	3072	3072	3071
Tue Mar 22 14:19:58 2022	1647933598	0	3072	3072	3072
Tue Mar 22 14:20:15 2022	1647933615	0	3072	3072	3071
Tue Mar 22 14:20:11 2022	1647933611	0	3072	3073	3072
Tue Mar 22 14:20:04 2022	1647933604	0	3073	3073	3073
Tue Mar 22 14:20:14 2022	1647933614	0	3075	3075	3074
Tue Mar 22 14:19:52 2022	1647933592	0	3075	3075	3074
Tue Mar 22 14:19:59 2022	1647933599	0	3075	3075	3075
Tue Mar 22 14:19:55 2022	1647933595	0	3076	3076	3075
Tue Mar 22 14:20:17 2022	1647933617	0	3077	3077	3076
Tue Mar 22 14:20:17 2022	1647933617	0	3077	3077	3076
Tue Mar 22 14:20:15 2022	1647933615	0	3077	3077	3076
Tue Mar 22 14:20:15 2022	1647933615	0	3077	3077	3077
Tue Mar 22 14:19:52 2022	1647933592	0	3078	3079	3078
Tue Mar 22 14:19:56 2022	1647933596	0	3078	3079	3078
Tue Mar 22 14:20:19 2022	1647933619	0	3079	3079	3078
Tue Mar 22 14:20:05 2022	1647933605	0	3079	3079	3078
Tue Mar 22 14:20:18 2022	1647933618	0	3079	3079	3078
Tue Mar 22 14:20:18 2022	1647933618	0	3079	3079	3079
Tue Mar 22 14:20:06 2022	1647933606	0	3079	3079	3079
Tue Mar 22 14:19:54 2022	1647933594	0	3079	3080	3079
Tue Mar 22 14:20:08 2022	1647933608	0	3080	3080	3079
Tue Mar 22 14:20:20 2022	1647933620	0	3080	3081	3080
Tue Mar 22 14:20:23 2022	1647933623	0	3080	3081	3080
Tue Mar 22 14:19:47 2022	1647933587	0	3082	3082	3081
Tue Mar 22 14:20:23 2022	1647933623	0	3082	3082	3082
Tue Mar 22 14:20:21 2022	1647933621	0	3082	3082	3082
Tue Mar 22 14:20:22 2022	1647933622	0	3082	3082	3082
Tue Mar 22 14:19:52 2022	1647933592	0	3083	3083	3082
Tue Mar 22 14:19:53 2022	1647933593	0	3084	3084	3084
Tue Mar 22 14:20:06 2022	1647933606	0	3084	3084	3084
Tue Mar 22 14:20:18 2022	1647933618	0	3086	3086	3085
Tue Mar 22 14:20:06 2022	1647933606	0	3086	3086	3085
Tue Mar 22 14:20:15 2022	1647933615	0	3086	3086	3085
Tue Mar 22 14:20:18 2022	1647933618	0	3087	3087	3086
Tue Mar 22 14:20:06 2022	1647933606	0	3088	3088	3087
Tue Mar 22 14:20:44 2022	1647933644	0	3088	3088	3088
Tue Mar 22 14:20:05 2022	1647933605	0	3088	3088	3088
Tue Mar 22 14:20:00 2022	1647933600	0	3089	3089	3088
Tue Mar 22 14:20:19 2022	1647933619	0	3089	3089	3088
Tue Mar 22 14:20:22 2022	1647933622	0	3089	3089	3089
Tue Mar 22 14:20:22 2022	1647933622	0	3089	3089	3089
Tue Mar 22 14:20:01 2022	1647933601	0	3089	3090	3089
Tue Mar 22 14:20:22 2022	1647933622	0	3090	3090	3089
Tue Mar 22 14:19:59 2022	1647933599	0	3090	3091	3090
Tue Mar 22 14:20:14 2022	1647933614	0	3091	3091	3091
Tue Mar 22 14:20:07 2022	1647933607	0	3091	3092	3091
Tue Mar 22 14:19:59 2022	1647933599	0	3091	3092	3091
Tue Mar 22 14:19:54 2022	1647933594	0	3092	3092	3091
Tue Mar 22 14:19:55 2022	1647933595	0	3092	3092	3091
Tue Mar 22 14:20:20 2022	1647933620	0	3092	3092	3092
Tue Mar 22 14:20:02 2022	1647933602	0	3093	3093	3092
Tue Mar 22 14:20:06 2022	1647933606	0	3093	3093	3093
Tue Mar 22 14:19:58 2022	1647933598	0	3093	3093	3093
Tue Mar 22 14:19:55 2022	1647933595	0	3093	3094	3093
Tue Mar 22 14:20:22 2022	1647933622	0	3093	3094	3093
Tue Mar 22 14:20:02 2022	1647933602	0	3094	3094	3093
Tue Mar 22 14:19:47 2022	1647933587	0	3094	3094	3094
Tue Mar 22 14:20:21 2022	1647933621	0	3094	3094	3094
Tue Mar 22 14:20:14 2022	1647933614	0	3094	3095	3094
Tue Mar 22 14:20:15 2022	1647933615	0	3094	3095	3094
Tue Mar 22 14:19:52 2022	1647933592	0	3094	3095	3094
Tue Mar 22 14:20:02 2022	1647933602	0	3095	3095	3094
Tue Mar 22 14:20:20 2022	1647933620	0	3095	3095	3094
Tue Mar 22 14:19:47 2022	1647933587	1	3095	3095	3094
Tue Mar 22 14:20:05 2022	1647933605	0	3096	3096	3095
Tue Mar 22 14:19:44 2022	1647933584	0	3096	3096	3095
Tue Mar 22 14:20:14 2022	1647933614	0	3096	3096	3095
